name	type	tags
How do ensemble methods outperform all their constituents?	question	machine-learning,ensemble
Does Bayesian statistics make meta-analysis obsolete?	question	bayesian,meta-analysis
What does it mean to make the sample size a random variable?	question	sample-size,random-variable,regression-strategies
Why is P(A,B|C)/P(B|C) = P(A|B,C)?	question	probability,conditional-probability
Is there i.i.d. assumption on logistic regression?	question	regression,logistic,assumptions,iid
Does Bayes theorem hold for expectations?	question	bayesian,mathematical-statistics
Sampling distribution from two independent Bernoulli populations	question	distributions,sampling,bernoulli-distribution
Why does a decision tree have low bias &amp; high variance?	question	machine-learning,variance,covariance,cart,bias
Can AUC-ROC be between 0-0.5?	question	roc,model-evaluation,auc
Why do t-test and ANOVA give different p-values for two-group comparison?	question	r,hypothesis-testing,anova,t-test
Why is skewed data not preferred for modelling?	question	modeling,skewness
Suppose $Y_1, \dots, Y_n \overset{\text{iid}}{\sim} \text{Exp}(1)$. Show $\sum_{i=1}^{n}(Y_i - Y_{(1)}) \sim \text{Gamma}(n-1, 1)$	question	self-study,distributions,exponential,order-statistics,jacobian
Iconic (toy) models of neural networks	question	machine-learning,neural-networks,deep-learning
Linear regression or ordinal logistic regression to predict wine rating (from 0 and 10)	question	r,regression,logistic,ordered-logit
Relationships between correlation and causation	question	correlation,causality
Is there a Bayesian interpretation of linear regression with simultaneous L1 and L2 regularization (aka elastic net)?	question	regression,bayesian,regularization,prior,elastic-net
How does the L-BFGS work?	question	algorithms,optimization
Why is a T distribution used for hypothesis testing a linear regression coefficient?	question	regression,hypothesis-testing,linear-model,t-distribution
Why do you need to scale data in KNN	question	k-nearest-neighbour
Using regularization when doing statistical inference	question	inference,lasso,ridge-regression,elastic-net,selectiveinference
Fitting custom distributions by MLE	question	r,maximum-likelihood,fitting,zero-inflation,extreme-value
What causes sudden drops in training/test errors when training a neural network?	question	neural-networks,optimization,conv-neural-network,gradient-descent
Biased Data in Machine Learning	question	machine-learning,classification,data-mining,bias,extrapolation
What is Bayes Error in machine learning?	question	machine-learning,deep-learning,terminology
A term for &quot;number of columns&quot; of a matrix	question	terminology,matrix
When was the word &quot;bias&quot; coined to mean $\mathbb{E}[\hat{\theta}-\theta]$?	question	terminology,bias,history
What is Connectionist Temporal Classification (CTC)?	question	machine-learning,deep-learning,conv-neural-network,rnn
What is the derivative of the ReLU activation function?	question	self-study,neural-networks
What does it mean that AUC is a semi-proper scoring rule?	question	classification,references,roc,measurement-error,scoring-rules
Does the normal distribution converge to a uniform distribution when the standard deviation grows to infinity?	question	normal-distribution,convergence
Boosting AND Bagging Trees (XGBoost, LightGBM)	question	cart,boosting,xgboost,bagging
Distribution of $\frac{\sum_{i=1}^n X_iY_i}{\sum_{i=1}^n X_i^2}$ where $X_i,Y_i$s are i.i.d Normal variables	question	distributions,normal-distribution,mean,mgf
Is it possible to automate time series forecasting?	question	time-series,forecasting,python
How to simulate data to be statistically significant?	question	machine-learning,statistical-significance,t-test,python,simulation
Is it possible to give variable sized images as input to a convolutional neural network?	question	neural-networks,tensorflow,keras,computer-vision,object-detection
Are MCMC without memory?	question	mcmc
Intuitive explanation of how UMAP works, compared to t-SNE	question	dimensionality-reduction,intuition,tsne
Draw integers independently &amp; uniformly at random from 1 to $N$ using fair d6?	question	probability,random-generation,uniform,dice
Is random forest for regression a &#39;true&#39; regression?	question	regression,random-forest,cart
On George Box, Galit Shmueli and the scientific method?	question	predictive-models,aic,bic,philosophical,explanatory-models
How does entropy depend on location and scale?	question	distributions,data-transformation,entropy
Mathematical/Algorithmic definition for overfitting	question	mathematical-statistics,optimization,overfitting
If I want an interpretable model, are there methods other than Linear Regression?	question	regression,machine-learning,multiple-regression,interpretation
How to equalize the chance of throwing the highest dice? (Riddle)	question	probability
Is leave-one-out cross validation (LOOCV) known to systematically overestimate error?	question	machine-learning,cross-validation,validation,stratification
What regression/estimation is not a MLE?	question	regression,estimation,maximum-likelihood,least-squares
Is it appropriate to use &quot;time&quot; as a causal variable in a DAG?	question	causality,philosophical,dag
Speed in m/s is normally distributed, but same data expressed as &quot;Time for 10 meters&quot; is not	question	normal-distribution,inverse-gaussian-distrib
Why do US and UK Schools Teach Different methods of Calculating the Standard Deviation?	question	standard-deviation,error,teaching,unbiased-estimator
What methods can be used to determine the Order of Integration of a time series?	question	time-series
What is the easiest way to create publication-quality plots under Linux?	question	data-visualization
Poisson regression with large data: is it wrong to change the unit of measurement?	question	modeling,poisson-distribution,large-data
Best books for an introduction to statistical data analysis?	question	machine-learning,bayesian,references
Robust t-test for mean 	question	hypothesis-testing,t-test,finance,robust
What are the pros and cons of using the logrank vs. the Mantel-Haenszel method for computing the Hazard Ratio in survival analysis?	question	survival,hazard
Does a cointegration model exist for irregularly spaced time series?	question	time-series,cointegration,unevenly-spaced-time-series
Factor analysis of questionnaires composed of Likert items	question	factor-analysis,scales,psychometrics,likert,psychology
Among Matlab and Python, which language is good for statistical analysis?	question	matlab,python
Combining two confidence intervals/point estimates	question	confidence-interval,meta-analysis
Usage of HMM in quantitative finance. Examples of HMM that works to detect trend / turning points?	question	r,time-series,finance,hidden-markov-model
If variable kernel widths are often good for kernel regression, why are they generally not good for kernel density estimation?	question	nonparametric,smoothing,kernel-smoothing,loess
Unbalanced mixed effect ANOVA for repeated measures	question	r,mixed-model,repeated-measures,lme4-nlme
R: compute correlation by group	question	r,correlation
What is the difference between statistics and biostatistics?	question	terminology,biostatistics
How to add periodic component to linear regression model?	question	time-series,regression
What are the sharpest known tail bounds for $\chi_k^2$ distributed variables?	question	probability,chi-squared
Nonparametric Bayesian analysis in R	question	r,bayesian,clustering,nonparametric
Simple, reliable, open, and interoperable plain text format for storing data	question	project-management
War stories where wrong decisions were made based on statistical information?	question	references,inference,descriptive-statistics,history,fallacy
Statistical landscape	question	bayesian,frequentist,philosophical
Logistic Regression and Dataset Structure	question	time-series,probability,logistic
Is &quot;every blue t-shirted person&quot; a systematic sample?	question	sampling
When is interactive data visualization useful to use?	question	data-visualization,data-mining,interactive-visualization
Change point analysis using R&#39;s nls()	question	r,regression,change-point,nls
How to create coloured tables with Sweave and xtable?	question	r,reproducible-research
Logic behind the ANOVA F-test in simple linear regression	question	regression,anova
Interpretation of log transformed predictors in logistic regression	question	regression,logistic,data-transformation
Survival Model for Predicting Churn - Time-varying predictors?	question	survival,predictive-models,churn
How do you calculate confidence intervals for Cohen&#39;s d?	question	cohens-d
When would it be appropriate to report variance instead of standard deviation?	question	standard-deviation,variance,tables
Principal component analysis &quot;backwards&quot;: how much variance of the data is explained by a given linear combination of the variables?	question	variance,pca,r-squared,covariance-matrix
Topic prediction using latent Dirichlet allocation	question	text-mining,topic-models
When should I *not* permit a fixed effect to vary across levels of a random effect in a mixed effects model?	question	r,regression,mixed-model,lme4-nlme,random-effects-model
Is it good practice to standardize your data in a regression with panel/longitudinal data?	question	r,regression,standardization
For classification with Random Forests in R, how should one adjust for imbalanced class sizes?	question	r,machine-learning,random-forest
How can I use logistic regression betas + raw data to get probabilities	question	regression,logistic
Normalizing constant in Bayes theorem	question	probability,bayesian
Calculating the 95th percentile: Comparing normal distribution, R Quantile, and Excel approaches	question	r,dataset,quantiles,sql
Fitting multivariate, natural cubic spline	question	r,multivariate-analysis,splines,interpolation,gaussian-process
When to use weighted Euclidean distance and how to determine the weights to use?	question	distance-functions
What is the difference between &quot;testing of hypothesis&quot; and &quot;test of significance&quot;?	question	hypothesis-testing,statistical-significance
Properties of logistic regressions	question	regression,logistic,modeling,generalized-linear-model,maximum-likelihood
What is the difference between sample variance and sampling variance?	question	sampling,variance,sample
Interpreting exp(B) in multinomial logistic regression	question	multinomial
How should I organize my poster presentation?	question	data-visualization,presentation
How to show that an estimator is consistent?	question	estimation,convergence,consistency
Does a univariate random variable&#39;s mean always equal the integral of its quantile function?	question	mean,pdf,inverse-cdf
Bootstrap-based confidence interval	question	confidence-interval,bootstrap
Run-time analysis of common machine learning algorithms	question	machine-learning,references,algorithms
Need for centering and standardizing data in regression	question	regression,lasso,regularization,standardization
Whether a AR(P) process is stationary or not?	question	time-series,stochastic-processes,arma,stationarity
Poisson or quasi poisson in a regression with count data and overdispersion?	question	count-data,poisson-regression,overdispersion,quasi-likelihood
Bound on moment generating function	question	probability,probability-inequalities,mgf
What are good datasets to illustrate particular aspects of statistical analysis?	question	dataset
Fast method for finding best metaparameters of SVM (that is faster than grid search)	question	cross-validation,svm
How to find local peaks/valleys in a series of data?	question	r,time-series
How to choose between ANOVA and ANCOVA in a designed experiment?	question	anova,multiple-regression,continuous-data,ancova
Finding the MLE for a univariate exponential Hawkes process	question	maximum-likelihood,stochastic-processes,likelihood
The input parameters for using latent Dirichlet allocation	question	machine-learning,bayesian,clustering,text-mining,dirichlet-distribution
What is the procedure for &quot;bootstrap validation&quot; (a.k.a. &quot;resampling cross-validation&quot;)?	question	cross-validation,bootstrap,validation,resampling
Simplify sum of combinations with same n, all possible values of k	question	combinatorics
How would you explain generalized linear models to people with no statistical background?	question	generalized-linear-model,communication
Testing randomly generated data against its intended distribution	question	distributions,hypothesis-testing,random-generation
Test for IID sampling	question	hypothesis-testing,independence,kolmogorov-smirnov,resampling,iid
Would a Random Forest with multiple outputs be possible/practical?	question	machine-learning,cart,random-forest,multilabel
Does MLE require i.i.d. data? Or just independent parameters?	question	maximum-likelihood
Contingency tables: what tests to do and when?	question	r,chi-squared,contingency-tables
Frequentism and priors	question	bayesian,prior,regularization,frequentist
What is the relationship between sample size and the influence of prior on posterior?	question	bayesian,sample-size,prior
How would one graph the results of subjective rank order?	question	data-visualization,nonparametric,excel,ranking
Implementing ridge regression: Selecting an intelligent grid for $\lambda$?	question	ridge-regression
Auto.arima vs autobox do they differ?	question	time-series,arima,automatic-algorithms
Does GBM classification suffer from imbalanced class sizes?	question	r,machine-learning,boosting,unbalanced-classes,gbm
How does the standard error work?	question	standard-error
What are some distributions over the probability simplex?	question	distributions,multinomial,compositional-data
Check memoryless property of a Markov chain	question	markov-process
How to simulate from a Gaussian copula?	question	normal-distribution,simulation,copula
Parameters without defined priors in Stan	question	mcmc,prior,jags,graphical-model,stan
Minimal number of points for a linear regression	question	regression
Negative coefficient in ordered logistic regression	question	logit,odds-ratio,ordered-logit
Zero-inflated negative binomial mixed-effects model in R	question	r,mixed-model,count-data,negative-binomial,zero-inflation
Alternative to sieve / mosaic plots for contingency tables	question	r,data-visualization,categorical-data
Independence of residuals in a computer-based experiment/simulation?	question	r,mixed-model,multiple-comparisons,simulation,independence
Is there a style guide for statistical graphs intended for presentations?	question	data-visualization
What prior distributions could/should be used for the variance in a hierarchical bayesisan model when the mean variance is of interest?	question	bayesian,variance,prior,jags,hierarchical-bayesian
Criteria to set STL s.window width	question	r,time-series,trend,seasonality
I want to build a crime index and political instability index based in news stories	question	machine-learning,classification,text-mining
Using neural network for trading in stock exchange	question	machine-learning,neural-networks
How to: Prediction intervals for linear regression via bootstrapping	question	regression,bootstrap,prediction-interval
Fitting t-distribution in R: scaling parameter	question	r,distributions,maximum-likelihood,fitting,robust
pdf of the product of two independent random variables, normal and chi-square	question	normal-distribution,chi-squared,random-variable
Question on how to normalize regression coefficient	question	regression,self-study,least-squares,regression-coefficients
Transform Data to Desired Mean and Standard Deviation	question	data-transformation,standard-deviation,mean
R Language what is difference between rnorm and runif	question	r
Are standardized betas in multiple linear regression partial correlations?	question	regression,correlation,partial-correlation
How should I mentally deal with Borel&#39;s paradox?	question	probability,conditional-probability,conditional-expectation
How to perform an ANCOVA in R	question	r,ancova
Test a significant difference between two slope values	question	r,regression,statistical-significance
Whats the relationship between $R^2$ and F-Test?	question	regression,hypothesis-testing,least-squares,goodness-of-fit
Under which conditions do Bayesian and frequentist point estimators coincide?	question	bayesian,estimation,loss-functions,frequentist,decision-theory
When does Naive Bayes perform better than SVM?	question	machine-learning,classification,svm,naive-bayes
Using R for GLM with Gamma distribution	question	r,generalized-linear-model,gamma-distribution,dglm
Why is controlling FDR less stringent than controlling FWER?	question	hypothesis-testing,multiple-comparisons,false-discovery-rate
Cholesky versus eigendecomposition for drawing samples from a multivariate normal distribution	question	normal-distribution,random-generation,svd,cholesky
Linear vs. nonlinear regression	question	r,regression,linear-model,model-selection,nonlinear-regression
How to interpret GARCH parameters?	question	interpretation,garch
Does it make sense to use a date variable in a regression?	question	r,regression,time-series
Machine learning curse of dimensionality explained?	question	machine-learning
Questions about Likelihood Principle	question	bayesian,likelihood,likelihood-principle
What are efficient algorithms to compute singular value decomposition (SVD)?	question	pca,algorithms,svd,numerics
How to fit a discrete distribution to count data?	question	r,poisson-distribution,discrete-data,computational-statistics,negative-binomial
Feature selection with Random Forests	question	feature-selection,random-forest,python
What does function &quot;effects&quot; in R do?	question	r,regression
Qualitative variable coding in regression leads to &quot;singularities&quot;	question	r,regression,categorical-data,multicollinearity,categorical-encoding
What is the difference between online and batch Learning?	question	machine-learning,online,gradient-descent
Problem defining ARIMA order	question	forecasting,arima,model-selection,seasonality,fourier-transform
Impact of data-based bin boundaries on a chi-square goodness of fit test?	question	chi-squared,goodness-of-fit,binning
Converting standardized betas back to original variables	question	regression,standard-error,standardization,predictor,centering
How do I perform a regression on non-normal data which remain non-normal when transformed?	question	regression,distributions,nonparametric
Why can&#39;t I match glmer (family=binomial) output with manual implementation of Gauss-Newton algorithm?	question	r,mixed-model,optimization,lme4-nlme
Weibull Distribution v/s Gamma Distribution	question	gamma-distribution,weibull
How to choose prior in Bayesian parameter estimation	question	bayesian,estimation,prior
Two negative main effects yet positive interaction effect?	question	regression,interaction
Do autocorrelated residual patterns remain even in models with appropriate correlation structures, &amp; how to select the best models?	question	model-selection,autocorrelation,residuals,panel-data,spatio-temporal
Expectation of reciprocal of a variable	question	expected-value
How do I interpret this fitted vs residuals plot?	question	r,regression,residuals,heteroscedasticity,independence
Generate two variables with precise pre-specified correlation	question	r,correlation,python,simulation,descriptive-statistics
Whether distributions with the same moments are identical	question	distributions,lognormal,moments,mgf
What are the stationarity requirements of using regression with ARIMA errors for inference?	question	regression,time-series,arima,stationarity
Statistical test for two distributions where only 5-number summary is known	question	distributions,nonparametric
Does log likelihood in GLM have guaranteed convergence to global maxima?	question	generalized-linear-model,optimization,convergence,exponential-family
R - how to let glmnet choose lambda range when using caret?	question	r,caret,glmnet
Rand index calculation	question	clustering
Interpretation of ordinal logistic regression	question	r,regression,logistic,interpretation,ordered-logit
Can a statistical test return a p-value of zero?	question	hypothesis-testing,statistical-significance,p-value
Area under the ROC curve or area under the PR curve for imbalanced data?	question	r,machine-learning,roc,precision-recall,auc
How to interpret a QQ-plot of p-values	question	p-value,qq-plot
How do I run Ordinal Logistic Regression analysis in R with both numerical / categorical values?	question	r,regression,logistic,missing-data,ordered-logit
How to calculate purity?	question	clustering
Statistics is a machine ... quote	question	references,quotation
When can we speak of collinearity	question	correlation,linear-model,multicollinearity
What&#39;s wrong with this illustration of posterior distribution?	question	distributions,posterior
Is KNN a discriminative learning algorithm?	question	machine-learning,classification,k-nearest-neighbour
Do the pdf and the pmf and the cdf contain the same information?	question	probability,distributions,pdf,inference,cdf
Which notation and why: $\text{P}()$, $\Pr()$, $\text{Prob}()$, or $\mathbb{P}()$	question	probability,notation
Real examples of Correlation confused with Causation	question	correlation,causality
How to choose an optimal number of latent factors in non-negative matrix factorization?	question	cross-validation,unsupervised-learning,latent-variable,matrix-decomposition,nnmf
Why not use the T-distribution to estimate the mean when the sample is large?	question	normal-distribution,confidence-interval,t-distribution
Generate random numbers following a distribution within an interval	question	r,normal-distribution,matlab,simulation,random-generation
Weighted principal components analysis	question	pca,measurement-error,weighted-data
Bayesian estimation of $N$ of a binomial distribution	question	bayesian,binomial,hierarchical-bayesian,winbugs
Logistic Regression : How to obtain a saturated model	question	logistic,deviance
Explanation for non-integer degrees of freedom in t test with unequal variances	question	hypothesis-testing,t-test,heteroscedasticity,degrees-of-freedom,t-distribution
Model building and selection using Hosmer et al. 2013. Applied Logistic Regression in R	question	r,logistic,model-selection,regression-strategies
What is the proper association measure of a variable with a PCA component (on a biplot / loading plot)?	question	correlation,pca,factor-analysis,association-measure,biplot
Log probability vs product of probabilities	question	probability,logarithm,arithmetic
Why is GLM different than an LM with transformed variable	question	regression,generalized-linear-model,data-transformation,linear-model
What would be an example of a really simple model with an intractable likelihood?	question	bayesian,simulation,model,likelihood,abc
Ink to data ratio and plot backgrounds	question	data-visualization,ggplot2
Why are “time series” called such?	question	time-series,self-study,references,terminology
Are PCA components of multivariate Gaussian data statistically independent?	question	pca,independence,svd
Example for a prior, that unlike Jeffreys, leads to a posterior that is not invariant	question	bayesian,mathematical-statistics,fisher-information,jeffreys-prior,invariance
What are the theoretical guarantees of bagging	question	machine-learning,mathematical-statistics,bagging
Jenks Natural Breaks in Python: How to find the optimum number of breaks?	question	python,clustering,optimization
What&#39;s the distribution of $(a-d)^2+4bc$, where $a,b,c,d$ are uniform distributions?	question	distributions,random-variable,pdf,uniform,mathematica
hinge loss vs logistic loss advantages and disadvantages/limitations	question	machine-learning,svm,loss-functions,computer-vision
Do descriptive statistics have p-values?	question	hypothesis-testing,descriptive-statistics,inference
Non-uniform distribution of p-values when simulating binomial tests under the null hypothesis	question	matlab,p-value,binomial,simulation,uniform
Why exactly is the observed Fisher information used?	question	maximum-likelihood,fisher-information
Including Interaction Terms in Random Forest	question	machine-learning,random-forest
Representing interaction effects in directed acyclic graphs	question	interaction,causality,dag
When should I not use an ensemble classifier?	question	classification,boosting,ensemble,bagging
What fast algorithms exist for computing truncated SVD?	question	algorithms,svd,numerics
What measure of training error to report for Random Forests?	question	r,machine-learning,classification,random-forest,overfitting
Misunderstanding a P-value?	question	hypothesis-testing,p-value
Should we teach kurtosis in an applied statistics course? If so, how?	question	descriptive-statistics,kurtosis,teaching,l-moments
In multiple linear regression, why does a plot of predicted points not lie in a straight line?	question	regression,multiple-regression,python,linear
An impossible estimation problem?	question	estimation,maximum-likelihood,negative-binomial
What is the distribution for various polyhedral dice all rolled at once?	question	distributions,dice
Which optimization algorithm is used in glm function in R?	question	r,generalized-linear-model,optimization,algorithms,logit
Is Correlation Transitive?	question	correlation
Should repeated cross-validation be used to assess predictive models?	question	cross-validation
Idea and intuition behind quasi maximum likelihood estimation (QMLE)	question	maximum-likelihood,references,intuition,quasi-maximum-likelihood
Incidental parameter problem	question	nonlinear-regression,fixed-effects-model,bias
Average ROC for repeated 10-fold cross validation with probability estimates	question	roc
How to model non-negative zero-inflated continuous data?	question	regression,zero-inflation,tobit-regression,tweedie-distribution
State of the art in general learning from data in &#39;69	question	classification,neural-networks,history
How to smooth data and force monotonicity	question	regression,smoothing
Understanding which features were most important for logistic regression	question	machine-learning,logistic,feature-selection,importance
2 Sample Kolmogorov-Smirnov vs. Anderson-Darling vs Cramer-von-Mises	question	kolmogorov-smirnov,anderson-darling,two-sample
Difference between selecting features based on &quot;F regression&quot; and based on $R^2$ values?	question	feature-selection,python,scikit-learn,r-squared,f-test
Does BIC try to find a true model?	question	model-selection,aic,bic
A 6th response option (&quot;I don&#39;t know&quot;) was added to a 5-point Likert scale. Is the data lost?	question	likert,data-imputation
Why is there always at least one policy that is better than or equal to all other policies?	question	markov-process,reinforcement-learning
High variance of the distribution of p-values (an argument in Taleb 2016)	question	hypothesis-testing,statistical-significance,p-value
Residual standard error difference between optim and glm	question	r,maximum-likelihood,optimization
Understanding Kolmogorov-Smirnov test in R	question	r,kolmogorov-smirnov,ties
Accuracy vs. area under the ROC curve	question	roc,reliability,accuracy,auc
How few training examples is too few when training a neural network?	question	neural-networks
Matrix notation for logistic regression	question	regression,logistic,linear-model,notation
Why the default matrix norm is spectral norm and not Frobenius norm?	question	matrix,linear-algebra
What is the VC dimension of a decision tree?	question	cart,vc-dimension
Tensors in neural network literature: what&#39;s the simplest definition out there?	question	neural-networks,terminology,definition,tensor
What is the difference between regular PCA and probabilistic PCA?	question	pca
simulating random samples with a given MLE	question	maximum-likelihood,conditional-probability,random-variable,simulation,t-distribution
What is the difference between SVM and LDA?	question	classification
How to get hyper parameters in nested cross validation?	question	cross-validation,scikit-learn,hyperparameter
Why should we shuffle data while training a neural network?	question	machine-learning,neural-networks
Why are p-values often higher in a Cox proportional hazard model than in logistic regression?	question	r,logistic,survival,cox-model,power
Is there an example where MLE produces a biased estimate of the mean?	question	maximum-likelihood,mean,bias
Does random forest need input variables to be scaled or centered?	question	random-forest,standardization,data-preprocessing,centering
How can I model flips until N successes?	question	probability,python,binomial,negative-binomial
Generate points efficiently between unit circle and unit square	question	probability,sampling,monte-carlo,random-generation
What is null model in regression and how does it related to null hypothesis?	question	regression,hypothesis-testing,classification,terminology,model
What is the basis for the Box and Whisker Plot definition of an outlier?	question	outliers,normality-assumption,qq-plot,boxplot
Why exactly can&#39;t beta regression deal with 0s and 1s in the response variable?	question	regression,generalized-linear-model,beta-distribution,zero-inflation,beta-regression
How should Feature Selection and Hyperparameter optimization be ordered in the machine learning pipeline?	question	feature-selection,hyperparameter,optimization
What does &quot;a.s.&quot; stand for?	question	abbreviation
Can I trust a significant result of a t-test if the sample size is small?	question	statistical-significance,t-test,interpretation,sample-size,small-sample
What&#39;s considered a good log loss?	question	machine-learning,loss-functions,log-loss
scale a number between a range	question	normalization,scales
How does ACF &amp; PACF identify the order of MA and AR terms?	question	time-series,arima,autoregressive,moving-average
Is Kaggle&#39;s private leaderboard a good predictor of out-of-sample performance of the winning model?	question	model-selection,overfitting,out-of-sample
The origin of the Wilkinson-style notation such as (1|id) for random effects in mixed models formulae in R	question	r,mixed-model,lme4-nlme,notation,history
Quiz: Tell the classifier by its decision boundary	question	machine-learning,self-study,classification,neural-networks,svm
Choosing between uninformative beta priors	question	bayesian,prior,beta-distribution,uninformative-prior
Getting started with bayesian structural models using MCMC	question	time-series,bayesian,python,references,pymc
Choosing between &quot;Statistics&quot; by Freedman et al., and &quot;Statistical Models: Theory and Practice&quot; by Freedman	question	references
What is the &quot;capacity&quot; of a machine learning model?	question	machine-learning,deep-learning,autoencoders,variational-bayes
RNN for irregular time intervals?	question	machine-learning,neural-networks,lstm,rnn,unevenly-spaced-time-series
Why isn&#39;t Akaike information criterion used more in machine learning?	question	machine-learning,model-selection,aic,bic
How could I have discovered the normal distribution?	question	probability,distributions,normal-distribution,references,history
How do Bayesian Statistics handle the absence of priors?	question	bayesian,mathematical-statistics,prior,theory,philosophical
Nitpicking about the active/passive usage of &quot;correlated&quot;	question	correlation,terminology
What is the difference between a &quot;statistical experiment&quot; and a &quot;statistical model&quot;?	question	mathematical-statistics,inference,experiment-design,descriptive-statistics,model
If an auto-regressive time series model is non-linear, does it still require stationarity?	question	time-series,autoregressive,nonlinear,stationarity
Why not use the &quot;normal equations&quot; to find simple least squares coefficients?	question	regression,least-squares,scikit-learn
Why does the L2 norm loss have a unique solution and the L1 norm loss have possibly multiple solutions?	question	regression,lasso,regularization
How is it possible to obtain a good linear regression model when there is no substantial correlation between the output and the predictors?	question	regression,machine-learning,correlation,multiple-regression,linear-model
Does a &quot;Normal Distribution&quot; need to have mean=median=mode?	question	mathematical-statistics,descriptive-statistics
LASSO and ridge from the Bayesian perspective: what about the tuning parameter?	question	bayesian,lasso,ridge-regression
Is supervised learning a subset of reinforcement learning?	question	machine-learning,terminology,reinforcement-learning,supervised-learning,definition
Can you infer causality from correlation in this example of dictator game?	question	correlation,causality
What is a distribution over functions?	question	distributions,self-study,gaussian-process
In Gelman&#39;s 8 school example, why is the standard error of the individual estimate assumed known?	question	bayesian,hierarchical-bayesian
categorizing a variable turns it from insignificant to significant	question	regression,logistic,statistical-significance,multivariate-analysis
Why is the Cauchy Distribution so useful?	question	distributions,continuous-data,cauchy
What kind of curve (or model) should I fit to my percentage data?	question	regression,modeling,curve-fitting,percentage
Literature review on non-linear regression	question	regression,references,nonlinear-regression
Predicting y from log y as the dependent variable	question	regression,data-transformation,lognormal,back-transformation,dependent-variable
Continuous random variables - probability of a kid arriving on time for school	question	probability,distributions,uniform
Modelling a Poisson distribution with overdispersion	question	distributions,modeling,poisson-distribution,overdispersion
Comprehensive overview of loss functions?	question	references,loss-functions
Comparing the variance of paired observations	question	distributions,hypothesis-testing,standard-deviation,normal-distribution
Robust outlier detection in financial timeseries	question	time-series,outliers
A non-parametric repeated-measures multi-way Anova in R?	question	r,anova,repeated-measures,nonparametric,manova
Why does the supremum of the Brownian bridge have the Kolmogorov–Smirnov distribution?	question	distributions,hypothesis-testing,mathematical-statistics,stochastic-processes
Checking ANOVA assumptions	question	hypothesis-testing,anova,nonparametric,goodness-of-fit,heteroscedasticity
What is the definition of &quot;best&quot; as used in the term &quot;best fit&quot; and cross validation?	question	model-selection,cross-validation
Online algorithm for mean absolute deviation and large data set	question	algorithms,quantiles,online,large-data
What is the best statistical test for a time series?	question	time-series,statistical-significance
How to put values over bars in barplot in R	question	r,data-visualization
Explain model adjustment, in plain English	question	regression,modeling,epidemiology
Sequential hypothesis testing in basic science	question	hypothesis-testing,teaching,statistical-significance
Interpreting PCA scores	question	pca
Lagrangian relaxation in the context of ridge regression	question	ridge-regression
Who uses R with multicore, SNOW or CUDA package for resource intense computing?	question	r,mathematical-statistics,computing,parallel-computing
Interpreting the drop1 output in R	question	r,regression,self-study,stepwise-regression
What are the differences among latent semantic analysis (LSA), latent semantic indexing (LSI), and singular value decomposition (SVD)?	question	pca,text-mining,svd
Hit and run MCMC	question	r,bayesian,mcmc
How to plot decision boundary in R for logistic regression model?	question	r,logistic
Should I include an argument to request type-III sums of squares in ezANOVA?	question	r,anova,sums-of-squares
Fitting models in R where coefficients are subject to linear restriction(s)	question	r,regression,modeling
Good introductions to time series (with R)	question	r,time-series,references
Correlation of log-normal random variables	question	correlation,random-variable,lognormal
Aggregating results from linear model runs R	question	r,regression
Strategy for deciding appropriate model for count data	question	generalized-linear-model,poisson-distribution,count-data,negative-binomial,overdispersion
What is tied data in the context of a rank correlation coefficient?	question	correlation,nonparametric,ranks
Assumptions of cluster analysis	question	clustering,assumptions
Intuitive explanation of contribution to sum of two normally distributed random variables	question	normal-distribution,conditional-probability
Is it ok to use Manhattan distance with Ward&#39;s inter-cluster linkage in hierarchical clustering?	question	clustering,distance-functions,ward
Getting started with neural networks for forecasting	question	time-series,neural-networks,forecasting,references
How to plot data output of clustering?	question	clustering,data-visualization,python
How to plot an ellipse from eigenvalues and eigenvectors in R?	question	r,multivariate-analysis,matrix,matrix-decomposition,geometry
How to calculate the variance of a partition of variables	question	variance
Calculating AUPR in R	question	r,precision-recall
How does quantile normalization work?	question	genetics,normalization,microarray
How do I remove all but one specific duplicate record in an R data frame?	question	r
What could be the reason for using square root transformation on data?	question	regression,data-transformation,variance-stabilizing
Assessing reliability of a questionnaire:  dimensionality, problematic items, and whether to use alpha, lambda6 or some other index?	question	pca,reliability,scales,psychometrics,cronbachs-alpha
Is there more to probability than Bayesianism?	question	probability,bayesian,frequentist,philosophical
Persistence in time series	question	regression,time-series,econometrics,terminology
Is it possible to create &quot;parallel sets&quot; plot using R? 	question	r,data-visualization,categorical-data,interactive-visualization
What exactly does it mean to &#39;pool data&#39;?	question	terminology
Generating random samples from a custom distribution	question	r,sampling,uniform
When do we combine dimensionality reduction with clustering?	question	clustering,pca,dimensionality-reduction,text-mining,svd
Physical/pictoral interpretation of higher-order moments	question	interpretation,moments,parallel-computing
Clustering 1D data	question	clustering
How to best display graphically type II (beta) error, power and sample size?	question	r,teaching,power
How to generate random categorical data?	question	random-variable
Logistic regression with binary dependent and independent variables	question	logistic
Way to get started with and learn R?	question	r,references
Probability theory books for self-study	question	probability,self-study,distributions,references,theory
Making big, smart(er) bets	question	optimization
What is the statistical justification of interpolation?	question	estimation,interpolation
Classic linear model - model selection	question	r,regression,self-study,linear-model
Can the standard deviation of non-negative data exceed the mean?	question	distributions,mean,standard-deviation
Where to find a large text corpus?	question	dataset
